SA1_internal_2021	HomeCensusNight	persons
48184	0	19
48184	1	479
48185	0	11
48185	1	533
48186	0	5
48186	1	474
48187	0	4
48187	1	237
48188	1	163
48189	0	25
48189	1	409
48190	0	9
48190	1	634
48191	0	4
48191	1	307
48192	1	3
48193	1	256
48194	1	234
48195	0	10
48195	1	335
48196	0	4
48196	1	277
48197	0	12
48197	1	374
48198	0	19
48198	1	738
48199	0	7
48199	1	517
48200	0	20
48200	1	574
48201	0	3
48201	1	436
48202	0	10
48202	1	520
48203	0	12
48203	1	374
48204	0	20
48204	1	386
48205	0	12
48205	1	468
48206	0	9
48206	1	477
48207	0	10
48207	1	434
48208	0	6
48208	1	284
48209	0	3
48209	1	327
48210	0	19
48210	1	608
48211	0	11
48211	1	448
48212	0	8
48212	1	341
48213	0	11
48213	1	447
48214	0	14
48214	1	603
48215	0	4
48215	1	363
48216	0	23
48216	1	466
48217	0	8
48217	1	314
48218	0	19
48218	1	609
48219	0	11
48219	1	210
48220	0	21
48220	1	276
48221	0	6
48221	1	545
48222	0	16
48222	1	507
48223	0	9
48223	1	368
48224	0	10
48224	1	485
48225	0	18
48225	1	461
48226	0	15
48226	1	417
48227	0	13
48227	1	507
48228	0	16
48228	1	483
48229	0	12
48229	1	742
48230	0	13
48230	1	260
48231	0	18
48231	1	533
48232	0	7
48232	1	673
48233	0	7
48233	1	457
48234	0	17
48234	1	213
48235	0	11
48235	1	692
48236	0	14
48236	1	599
48237	0	6
48237	1	315
48238	0	11
48238	1	379
48239	0	4
48239	1	531
48240	0	11
48240	1	528
48241	0	11
48241	1	501
48242	0	12
48242	1	293
48243	0	21
48243	1	685
48244	0	24
48244	1	602
48245	0	16
48245	1	565
48246	0	7
48246	1	602
48247	0	20
48247	1	534
48248	0	10
48248	1	547
48249	0	17
48249	1	507
48250	0	16
48250	1	618
48251	0	12
48251	1	551
48252	0	13
48252	1	730
48253	0	13
48253	1	500
48254	0	13
48254	1	619
48255	0	8
48255	1	432
48256	0	9
48256	1	278
48257	0	7
48257	1	364
48258	0	18
48258	1	707
48259	0	13
48259	1	390
48260	0	16
48260	1	517
48261	0	27
48261	1	599
48262	0	5
48262	1	411
48263	0	9
48263	1	609
48264	0	22
48264	1	592
48265	0	21
48265	1	459
48266	0	6
48266	1	465
48267	0	17
48267	1	427
48268	0	21
48268	1	685
48269	0	16
48269	1	466
48270	0	23
48270	1	588
48271	0	10
48271	1	311
48272	0	3
48272	1	430
48273	0	20
48273	1	635
48274	0	12
48274	1	545
48275	0	21
48275	1	468
48276	0	23
48276	1	628
48277	0	16
48277	1	725
48278	0	26
48278	1	777
48279	0	9
48279	1	393
48280	0	16
48280	1	386
48281	0	6
48281	1	427
48282	0	19
48282	1	666
48283	0	5
48283	1	527
48284	0	8
48284	1	320
48285	0	9
48285	1	360
48286	0	11
48286	1	297
48287	0	11
48287	1	358
48288	0	21
48288	1	428
48289	0	22
48289	1	526
48290	0	25
48290	1	408
48291	0	16
48291	1	448
48292	0	14
48292	1	412
48293	0	25
48293	1	335
48294	0	25
48294	1	345
48295	0	17
48295	1	287
48296	0	25
48296	1	450
48297	0	19
48297	1	514
48298	0	21
48298	1	366
48299	0	12
48299	1	336
48300	0	18
48300	1	447
48301	0	14
48301	1	456
48302	0	27
48302	1	492
48303	0	23
48303	1	497
48304	0	21
48304	1	449
48305	0	16
48305	1	578
48306	0	10
48306	1	638
48307	0	18
48307	1	393
48308	0	10
48308	1	413
48309	0	24
48309	1	560
48310	0	26
48310	1	359
48311	0	18
48311	1	249
48312	0	23
48312	1	550
48313	0	18
48313	1	446
48314	0	10
48314	1	605
48315	0	14
48315	1	352
48316	0	14
48316	1	408
48317	0	28
48317	1	420
48318	0	18
48318	1	545
48319	0	18
48319	1	546
48320	0	10
48320	1	332
48321	0	12
48321	1	390
48322	0	12
48322	1	591
48323	0	3
48323	1	419
48324	0	8
48324	1	289
48325	0	19
48325	1	379
48326	0	12
48326	1	494
48327	0	20
48327	1	446
48328	0	12
48328	1	527
48329	0	13
48329	1	379
48330	0	3
48330	1	340
48331	0	14
48331	1	288
48332	0	10
48332	1	438
48333	0	11
48333	1	446
48334	0	12
48334	1	536
48335	0	18
48335	1	731
48336	0	10
48336	1	341
48337	0	8
48337	1	353
48338	0	3
48338	1	276
48339	0	17
48339	1	573
48340	0	12
48340	1	288
48341	0	9
48341	1	295
48342	0	18
48342	1	337
48343	0	26
48343	1	556
48344	0	29
48344	1	418
48345	0	15
48345	1	295
48346	0	14
48346	1	296
48347	0	4
48347	1	237
48348	0	31
48348	1	387
48349	0	16
48349	1	239
48350	0	13
48350	1	372
48351	0	9
48351	1	350
48352	0	21
48352	1	427
48353	0	15
48353	1	493
48354	0	10
48354	1	551
48355	0	12
48355	1	415
48356	0	6
48356	1	344
48357	0	15
48357	1	447
48358	0	13
48358	1	447
48359	0	12
48359	1	326
48360	0	39
48360	1	695
48361	0	15
48361	1	430
48362	0	11
48362	1	333
48363	0	27
48363	1	568
48364	0	20
48364	1	352
48365	0	13
48365	1	556
48366	0	20
48366	1	543
48367	0	8
48367	1	398
48368	0	6
48368	1	315
48369	0	20
48369	1	296
48370	0	7
48370	1	310
48371	0	19
48371	1	405
48372	0	19
48372	1	577
48373	0	13
48373	1	440
48374	0	11
48374	1	400
48375	0	13
48375	1	357
48376	0	28
48376	1	590
48377	0	16
48377	1	501
48378	0	26
48378	1	535
48379	0	11
48379	1	655
48380	0	19
48380	1	415
48381	0	12
48381	1	380
48382	0	10
48382	1	417
48383	0	17
48383	1	542
48384	0	3
48384	1	345
48385	0	3
48385	1	222
48386	0	10
48386	1	480
48387	0	12
48387	1	418
48388	0	28
48388	1	693
48389	0	19
48389	1	444
48390	0	13
48390	1	826
48391	0	15
48391	1	526
48392	0	12
48392	1	537
48393	0	24
48393	1	380
48394	0	8
48394	1	438
48395	0	18
48395	1	635
48396	0	9
48396	1	473
48397	0	13
48397	1	522
48398	0	5
48398	1	109
48399	0	4
48399	1	395
48400	0	12
48400	1	384
48401	0	7
48401	1	322
48402	0	15
48402	1	589
48403	0	24
48403	1	401
48404	0	15
48404	1	367
48405	0	25
48405	1	544
48406	0	3
48406	1	359
48407	0	28
48407	1	638
48408	0	17
48408	1	434
48409	0	3
48409	1	443
48410	0	5
48410	1	268
48411	0	17
48411	1	494
48412	0	13
48412	1	562
48413	0	20
48413	1	412
48414	0	15
48414	1	341
48415	0	8
48415	1	312
48416	0	3
48416	1	277
48417	0	3
48417	1	237
48418	0	10
48418	1	398
48419	0	9
48419	1	388
48420	0	13
48420	1	530
48421	0	12
48421	1	226
48422	0	11
48422	1	583
48423	0	17
48423	1	336
48424	0	27
48424	1	693
48425	0	17
48425	1	463
48426	0	19
48426	1	375
48427	0	17
48427	1	485
48428	0	17
48428	1	517
48429	0	23
48429	1	465
48430	0	23
48430	1	424
48431	0	13
48431	1	608
48432	0	16
48432	1	647
48433	0	4
48433	1	329
48434	0	20
48434	1	481
48435	0	7
48435	1	319
48436	0	21
48436	1	389
48437	0	18
48437	1	321
48438	0	17
48438	1	289
48439	0	26
48439	1	370
48440	0	21
48440	1	537
48441	0	21
48441	1	404
48442	0	34
48442	1	514
48443	0	29
48443	1	532
48444	0	18
48444	1	360
48445	0	18
48445	1	422
48446	0	17
48446	1	522
48447	0	22
48447	1	476
48448	0	19
48448	1	593
48449	0	21
48449	1	302
48450	0	13
48450	1	493
48451	0	7
48451	1	271
48452	0	26
48452	1	329
48453	0	17
48453	1	474
48454	0	17
48454	1	348
48455	0	13
48455	1	212
48456	0	23
48456	1	463
48457	0	23
48457	1	508
48458	0	18
48458	1	334
48459	0	14
48459	1	249
48460	0	22
48460	1	321
48461	0	20
48461	1	409
48462	0	26
48462	1	495
48463	0	30
48463	1	561
48464	0	16
48464	1	347
48465	0	11
48465	1	422
48466	0	17
48466	1	483
48467	0	12
48467	1	376
48468	0	14
48468	1	584
48469	0	6
48469	1	486
48470	0	14
48470	1	457
48471	0	22
48471	1	444
48472	0	14
48472	1	523
48473	0	19
48473	1	413
48474	0	8
48474	1	314
48475	0	12
48475	1	342
48476	0	11
48476	1	338
48477	0	13
48477	1	355
48478	0	10
48478	1	247
48479	0	8
48479	1	296
48480	0	27
48480	1	404
48481	0	19
48481	1	474
48482	0	3
48482	1	354
48483	0	23
48483	1	451
48484	0	8
48484	1	374
48485	0	18
48485	1	359
48486	0	14
48486	1	331
48487	0	18
48487	1	569
48488	0	17
48488	1	580
48489	0	19
48489	1	545
48490	0	32
48490	1	647
48491	0	7
48491	1	532
48492	0	12
48492	1	558
48493	0	10
48493	1	478
48494	0	21
48494	1	435
48495	0	17
48495	1	381
48496	0	31
48496	1	569
48497	0	28
48497	1	524
48498	0	18
48498	1	418
48499	0	30
48499	1	601
48500	0	12
48500	1	447
48501	0	26
48501	1	544
48502	0	15
48502	1	477
48503	0	11
48503	1	434
48504	0	3
48504	1	400
48505	0	5
48505	1	348
48506	0	18
48506	1	458
48507	0	14
48507	1	356
48508	0	25
48508	1	499
48509	0	22
48509	1	553
48510	0	10
48510	1	560
48511	0	13
48511	1	314
48512	0	8
48512	1	292
48513	0	10
48513	1	205
48514	1	272
48515	0	15
48515	1	440
48516	0	8
48516	1	279
48517	0	9
48517	1	303
48518	0	7
48518	1	350
48519	0	14
48519	1	274
48520	0	9
48520	1	406
48521	0	5
48521	1	214
48522	0	13
48522	1	507
48523	0	17
48523	1	373
48524	0	9
48524	1	213
48525	0	3
48525	1	305
48526	0	18
48526	1	302
48527	0	12
48527	1	549
48528	0	30
48528	1	469
48529	0	21
48529	1	467
48530	0	14
48530	1	237
48531	0	6
48531	1	180
48532	0	16
48532	1	436
48533	0	22
48533	1	537
48534	0	17
48534	1	394
48535	0	27
48535	1	629
48536	0	10
48536	1	336
48537	0	12
48537	1	442
48538	0	26
48538	1	463
48539	0	8
48539	1	499
48540	0	16
48540	1	399
48541	0	15
48541	1	285
48542	0	15
48542	1	411
48543	0	18
48543	1	439
48544	0	14
48544	1	248
48545	0	10
48545	1	255
48546	0	18
48546	1	374
48547	0	12
48547	1	365
48549	0	16
48549	1	425
48550	0	11
48550	1	316
48551	0	10
48551	1	255
48552	0	7
48552	1	313
48553	0	21
48553	1	532
48554	0	18
48554	1	321
48555	0	23
48555	1	299
48556	0	20
48556	1	382
48557	0	13
48557	1	233
48558	0	19
48558	1	236
48559	0	23
48559	1	252
48560	0	35
48560	1	543
48561	0	13
48561	1	399
48562	0	9
48562	1	443
48563	0	9
48563	1	332
48564	0	10
48564	1	251
48565	0	25
48565	1	402
48566	0	5
48566	1	353
48567	0	4
48567	1	281
48568	0	15
48568	1	138
48569	0	6
48569	1	236
48570	0	6
48570	1	29
48571	0	16
48571	1	362
48572	0	6
48572	1	514
48573	0	12
48573	1	286
48574	0	10
48574	1	593
48575	0	28
48575	1	551
48576	0	10
48576	1	363
48577	0	15
48577	1	456
48578	0	29
48578	1	477
48579	0	20
48579	1	526
48580	0	16
48580	1	557
48581	0	12
48581	1	565
48582	0	10
48582	1	314
48583	0	24
48583	1	535
48584	0	28
48584	1	585
48585	0	13
48585	1	410
48586	0	25
48586	1	373
48587	0	48
48587	1	698
48588	0	7
48588	1	227
48589	0	10
48589	1	270
48590	0	5
48590	1	163
48591	0	9
48591	1	366
48592	0	8
48592	1	241
48593	0	12
48593	1	368
48594	0	10
48594	1	220
48595	0	33
48595	1	844
48596	0	4
48596	1	219
48597	0	21
48597	1	465
48598	0	8
48598	1	334
48599	0	19
48599	1	343
48600	0	17
48600	1	554
48601	0	25
48601	1	608
48602	0	4
48602	1	279
48603	0	16
48603	1	569
48604	0	29
48604	1	668
48605	0	9
48605	1	238
48606	0	12
48606	1	327
48607	0	15
48607	1	488
48608	0	11
48608	1	327
48609	0	11
48609	1	478
48610	0	11
48610	1	316
48611	0	10
48611	1	372
48612	0	17
48612	1	484
48613	0	13
48613	1	225
48614	0	11
48614	1	288
48615	0	23
48615	1	447
48616	0	12
48616	1	513
48617	0	21
48617	1	391
48618	0	8
48618	1	279
48619	0	16
48619	1	193
48620	0	7
48620	1	390
48621	0	24
48621	1	495
48622	0	6
48622	1	275
48623	0	8
48623	1	385
48624	0	10
48624	1	359
48625	0	17
48625	1	402
48626	0	8
48626	1	435
48627	0	4
48627	1	395
48628	0	11
48628	1	235
48629	0	4
48629	1	333
48630	0	20
48630	1	466
48631	0	7
48631	1	397
48632	0	12
48632	1	483
48633	0	11
48633	1	527
48634	0	6
48634	1	367
48635	0	11
48635	1	390
48636	0	10
48636	1	417
48637	0	3
48637	1	405
48638	0	24
48638	1	465
48639	0	18
48639	1	530
48640	0	14
48640	1	369
48641	0	16
48641	1	547
48642	0	16
48642	1	320
48643	0	17
48643	1	526
48644	0	26
48644	1	535
48645	0	13
48645	1	300
48646	0	15
48646	1	356
48647	0	3
48647	1	246
48648	0	13
48648	1	239
48649	0	10
48649	1	187
48650	0	19
48650	1	331
48651	0	4
48651	1	491
48652	0	14
48652	1	405
48653	0	19
48653	1	505
48654	0	3
48654	1	134
48655	0	12
48655	1	215
48656	1	354
48657	0	14
48657	1	392
48658	0	13
48658	1	435
48659	0	10
48659	1	409
48660	0	16
48660	1	493
48661	0	19
48661	1	536
48662	0	13
48662	1	510
48663	0	18
48663	1	486
48664	0	23
48664	1	460
48665	0	10
48665	1	344
48666	0	15
48666	1	458
48667	0	15
48667	1	455
48668	0	3
48668	1	262
48669	0	26
48669	1	395
48670	0	20
48670	1	604
48671	0	12
48671	1	279
48672	0	6
48672	1	358
48673	0	8
48673	1	446
48674	0	10
48674	1	417
48675	0	15
48675	1	381
48676	0	22
48676	1	495
48677	0	7
48677	1	455
48678	0	18
48678	1	499
48679	0	21
48679	1	403
48680	0	19
48680	1	596
48681	0	12
48681	1	263
48682	0	21
48682	1	518
48683	0	10
48683	1	243
48684	0	17
48684	1	542
48685	0	28
48685	1	561
48686	0	31
48686	1	701
48687	0	20
48687	1	487
48688	0	21
48688	1	576
48689	0	13
48689	1	457
48691	0	17
48691	1	464
48692	0	11
48692	1	390
48693	0	18
48693	1	435
48694	0	6
48694	1	334
48695	0	17
48695	1	352
48696	0	23
48696	1	421
48697	0	11
48697	1	304
48698	0	5
48698	1	253
48699	0	8
48699	1	350
48700	0	12
48700	1	407
48701	0	21
48701	1	499
48702	0	8
48702	1	447
48703	0	22
48703	1	426
48704	0	15
48704	1	283
48705	0	16
48705	1	375
48706	0	29
48706	1	698
48707	0	6
48707	1	402
48708	0	22
48708	1	707
48709	0	10
48709	1	482
48710	0	19
48710	1	400
48711	0	23
48711	1	575
48712	0	7
48712	1	333
48713	1	4
48714	0	26
48714	1	660
48715	0	25
48715	1	465
48716	0	21
48716	1	445
48717	0	26
48717	1	545
48718	0	25
48718	1	585
48719	0	9
48719	1	389
48720	0	19
48720	1	501
48721	0	19
48721	1	494
48722	0	10
48722	1	372
48723	0	28
48723	1	503
48724	0	19
48724	1	329
48725	0	15
48725	1	357
48726	0	10
48726	1	439
48728	0	8
48728	1	170
48729	0	11
48729	1	333
48730	0	4
48730	1	468
48731	0	23
48731	1	366
48732	0	19
48732	1	327
48733	0	12
48733	1	593
48734	0	14
48734	1	697
48735	0	17
48735	1	400
48737	0	22
48737	1	474
48738	0	12
48738	1	189
48739	0	15
48739	1	519
48740	0	15
48740	1	445
48741	0	9
48741	1	464
48742	0	13
48742	1	355
48743	0	8
48743	1	440
48744	0	32
48744	1	539
48745	0	23
48745	1	346
48746	0	22
48746	1	458
48747	0	14
48747	1	656
48748	0	25
48748	1	553
48749	0	22
48749	1	403
48750	0	3
48750	1	275
48751	0	21
48751	1	575
48752	0	18
48752	1	455
48753	0	15
48753	1	351
48754	0	9
48754	1	289
48755	0	14
48755	1	495
48756	0	15
48756	1	531
48757	0	15
48757	1	316
48758	0	13
48758	1	493
48759	0	16
48759	1	587
48760	0	10
48760	1	333
48761	0	21
48761	1	583
48762	0	14
48762	1	402
48763	0	6
48763	1	369
48764	0	7
48764	1	296
48765	0	16
48765	1	490
48766	0	6
48766	1	301
48767	0	9
48767	1	319
48768	0	11
48768	1	533
48769	0	15
48769	1	436
48770	0	7
48770	1	257
48771	0	14
48771	1	452
48772	0	14
48772	1	432
48773	0	15
48773	1	363
48774	0	28
48774	1	815
48775	0	40
48775	1	1003
48776	0	22
48776	1	800
48777	0	12
48777	1	514
48778	0	17
48778	1	485
48779	0	28
48779	1	464
48780	1	86
48781	0	20
48781	1	541
48782	0	13
48782	1	722
48783	0	19
48783	1	361
48785	0	11
48785	1	325
48786	0	3
48786	1	269
48787	0	16
48787	1	520
48788	0	33
48788	1	536
48789	0	11
48789	1	413
48790	0	18
48790	1	674
48791	0	22
48791	1	632
48792	0	11
48792	1	500
48793	0	5
48793	1	364
48794	0	9
48794	1	510
48795	0	12
48795	1	378
48796	0	12
48796	1	189
48797	0	12
48797	1	498
48798	0	25
48798	1	713
48799	0	16
48799	1	389
48800	0	11
48800	1	470
48801	0	25
48801	1	515
48802	0	25
48802	1	515
48803	0	7
48803	1	320
48804	0	14
48804	1	272
48805	0	25
48805	1	379
48806	0	19
48806	1	324
48807	0	5
48807	1	308
48808	1	42
48809	0	7
48809	1	335
48810	0	12
48810	1	186
48811	0	16
48811	1	202
48812	0	21
48812	1	420
48813	0	23
48813	1	458
48814	0	12
48814	1	379
48815	0	8
48815	1	321
48816	0	16
48816	1	382
48817	0	16
48817	1	286
48818	0	13
48818	1	475
48819	0	8
48819	1	258
48820	0	12
48820	1	430
48821	0	28
48821	1	427
48822	0	7
48822	1	354
48823	0	3
48823	1	399
48824	0	35
48824	1	599
48825	0	13
48825	1	403
48826	0	13
48826	1	434
48827	0	5
48827	1	438
48828	0	22
48828	1	409
48829	0	12
48829	1	409
48830	0	16
48830	1	435
48831	0	17
48831	1	329
48832	0	17
48832	1	512
48833	0	7
48833	1	278
48834	0	3
48834	1	347
48835	0	20
48835	1	506
48836	0	18
48836	1	462
48837	0	20
48837	1	463
48838	0	21
48838	1	546
48839	0	15
48839	1	267
48840	0	21
48840	1	558
48841	0	18
48841	1	267
48842	0	15
48842	1	264
48843	1	140
48844	0	9
48844	1	293
48845	1	177
48846	0	25
48846	1	564
48847	0	13
48847	1	286
48848	0	25
48848	1	301
48849	0	12
48849	1	301
48850	0	16
48850	1	532
48851	0	10
48851	1	539
48852	0	22
48852	1	457
48853	0	13
48853	1	390
48854	0	14
48854	1	421
48855	0	19
48855	1	553
48856	0	8
48856	1	221
48857	1	10
48858	0	10
48858	1	625
48859	0	15
48859	1	520
48860	0	12
48860	1	713
48861	0	9
48861	1	289
48862	0	14
48862	1	559
48863	0	8
48863	1	610
48864	0	10
48864	1	317
48865	0	27
48865	1	787
48866	0	19
48866	1	646
48867	0	15
48867	1	682
48868	0	23
48868	1	449
48869	0	15
48869	1	427
48870	0	19
48870	1	512
48871	0	30
48871	1	667
48872	0	19
48872	1	604
48873	0	17
48873	1	647
48874	0	23
48874	1	544
48875	0	9
48875	1	575
48876	0	21
48876	1	732
48877	0	26
48877	1	634
48878	0	23
48878	1	679
48879	0	19
48879	1	525
48880	0	15
48880	1	921
48881	0	9
48881	1	579
48882	0	13
48882	1	451
48883	0	11
48883	1	688
48884	0	6
48884	1	393
48885	0	7
48885	1	472
48886	1	693
48887	0	15
48887	1	535
48888	0	10
48888	1	494
48889	0	11
48889	1	503
48890	0	14
48890	1	526
48891	0	16
48891	1	602
48892	0	19
48892	1	513
48893	0	8
48893	1	315
48894	0	6
48894	1	293
48895	0	10
48895	1	471
48896	0	17
48896	1	548
48897	0	13
48897	1	584
48898	0	11
48898	1	559
48899	0	5
48899	1	558
48901	0	18
48901	1	594
48902	1	3
48903	1	6
48904	0	11
48904	1	330
48905	0	7
48905	1	285
48907	0	12
48907	1	593
48908	0	14
48908	1	412
48909	0	14
48909	1	697
48910	0	21
48910	1	467
48911	0	13
48911	1	576
48912	0	25
48912	1	573
48913	0	29
48913	1	739
48914	0	11
48914	1	460
48915	0	17
48915	1	539
48916	0	16
48916	1	529
48917	0	12
48917	1	738
48918	0	12
48918	1	391
48919	0	19
48919	1	657
48920	0	16
48920	1	900
48921	0	10
48921	1	653
48922	0	19
48922	1	576
48923	0	15
48923	1	755
48924	0	4
48924	1	508
48925	0	17
48925	1	448
48926	0	16
48926	1	589
48927	0	7
48927	1	714
48928	0	15
48928	1	503
48929	0	4
48929	1	568
48930	0	13
48930	1	490
48931	0	13
48931	1	734
48932	0	10
48932	1	404
48933	0	15
48933	1	385
48934	0	21
48934	1	461
48935	0	15
48935	1	653
48936	0	23
48936	1	678
48937	0	14
48937	1	581
48938	0	18
48938	1	456
48939	0	25
48939	1	600
48940	0	3
48940	1	471
48941	0	23
48941	1	864
48942	0	14
48942	1	332
48943	0	16
48943	1	398
48944	0	16
48944	1	490
48945	0	5
48945	1	383
48946	0	20
48946	1	497
48947	0	9
48947	1	488
48948	0	13
48948	1	335
48949	0	7
48949	1	194
48950	0	9
48950	1	422
48951	0	6
48951	1	252
48952	0	16
48952	1	355
48953	0	13
48953	1	468
48954	0	14
48954	1	499
48955	0	9
48955	1	363
48956	0	16
48956	1	545
48957	0	7
48957	1	383
48958	0	19
48958	1	396
48959	0	11
48959	1	429
48960	1	151
48961	0	6
48961	1	405
48962	0	14
48962	1	448
48963	0	13
48963	1	589
48964	0	27
48964	1	681
48965	0	9
48965	1	436
48966	0	11
48966	1	269
48967	0	11
48967	1	525
48968	0	9
48968	1	200
48969	0	3
48969	1	350
48970	0	15
48970	1	490
48971	0	24
48971	1	516
48972	0	24
48972	1	664
48973	0	11
48973	1	643
48974	0	3
48974	1	804
48975	0	26
48975	1	542
48976	0	3
48976	1	492
48977	0	14
48977	1	406
48978	0	10
48978	1	351
48979	0	13
48979	1	306
48980	0	12
48980	1	415
48981	0	19
48981	1	420
48982	0	13
48982	1	425
48983	0	4
48983	1	261
48984	0	3
48984	1	456
48985	0	18
48985	1	460
48986	0	19
48986	1	380
48987	0	3
48987	1	572
48988	0	23
48988	1	575
48989	0	7
48989	1	485
48990	0	16
48990	1	525
48991	0	11
48991	1	456
48992	0	14
48992	1	551
48993	0	8
48993	1	540
48994	0	13
48994	1	325
48995	0	8
48995	1	349
48996	0	10
48996	1	347
48997	0	10
48997	1	397
48998	0	17
48998	1	551
48999	0	3
48999	1	393
49000	0	10
49000	1	222
49001	0	6
49001	1	495
49002	0	11
49002	1	316
49003	0	7
49003	1	458
49004	0	5
49004	1	337
49005	0	5
49005	1	251
49006	0	9
49006	1	369
49007	0	5
49007	1	411
49008	0	11
49008	1	566
49009	0	10
49009	1	363
49010	0	17
49010	1	409
49012	0	22
49012	1	386
49013	0	28
49013	1	546
49014	0	23
49014	1	380
49015	0	8
49015	1	387
49016	0	28
49016	1	568
49017	0	14
49017	1	564
49018	0	9
49018	1	284
49019	0	5
49019	1	344
49020	0	3
49020	1	269
49021	0	15
49021	1	394
49022	0	9
49022	1	643
49023	0	3
49023	1	355
49024	0	4
49024	1	457
49025	0	9
49025	1	343
49026	0	9
49026	1	315
49027	0	12
49027	1	364
49028	0	10
49028	1	591
49029	0	4
49029	1	613
49030	0	14
49030	1	473
49031	0	7
49031	1	327
49032	0	13
49032	1	444
49033	0	24
49033	1	520
49034	0	22
49034	1	427
49035	0	20
49035	1	482
49036	0	15
49036	1	541
49037	0	14
49037	1	394
49038	0	14
49038	1	494
49039	0	10
49039	1	377
49041	0	21
49041	1	407
49042	0	21
49042	1	369
49043	0	13
49043	1	271
49044	0	10
49044	1	369
49045	0	5
49045	1	444
49046	0	15
49046	1	410
49047	0	7
49047	1	267
49048	0	9
49048	1	416
49049	0	13
49049	1	328
49050	0	21
49050	1	518
49051	0	23
49051	1	442
49052	0	12
49052	1	672
49053	0	18
49053	1	452
49054	0	19
49054	1	619
49055	0	12
49055	1	323
49056	0	7
49056	1	383
49057	0	5
49057	1	330
49058	0	17
49058	1	477
49059	0	25
49059	1	497
49060	0	15
49060	1	500
49061	0	5
49061	1	355
49062	0	4
49062	1	452
49063	0	8
49063	1	230
49064	0	18
49064	1	341
49065	0	18
49065	1	515
49066	0	12
49066	1	494
49067	0	11
49067	1	403
49068	0	10
49068	1	444
49069	0	10
49069	1	516
49070	0	8
49070	1	348
49071	0	5
49071	1	420
49072	0	21
49072	1	477
49073	0	20
49073	1	419
49074	0	21
49074	1	402
49075	0	11
49075	1	387
49076	0	5
49076	1	238
49077	0	15
49077	1	378
49078	0	4
49078	1	486
49079	0	5
49079	1	343
49080	0	7
49080	1	196
49081	0	5
49081	1	287
49082	0	3
49082	1	226
49084	0	16
49084	1	290
49085	1	10
49086	1	463
49087	1	15
49088	0	13
49088	1	562
49089	0	20
49089	1	719
49090	0	5
49090	1	311
49091	0	13
49091	1	487
49092	0	15
49092	1	332
49093	0	9
49093	1	417
49094	0	17
49094	1	332
49095	0	9
49095	1	322
49096	0	13
49096	1	471
49097	0	3
49097	1	547
49098	0	14
49098	1	422
49099	0	9
49099	1	386
49100	0	9
49100	1	429
49101	0	6
49101	1	332
49102	0	11
49102	1	434
49103	0	18
49103	1	589
49104	0	9
49104	1	366
49105	0	19
49105	1	440
49106	0	10
49106	1	375
49107	0	15
49107	1	420
49108	0	13
49108	1	489
49109	0	20
49109	1	771
49110	0	10
49110	1	374
49111	0	11
49111	1	272
49112	0	7
49112	1	387
49113	0	13
49113	1	343
49114	0	3
49114	1	267
49115	0	10
49115	1	654
49116	0	18
49116	1	288
49117	0	13
49117	1	537
49118	0	14
49118	1	401
49119	0	14
49119	1	646
49120	0	13
49120	1	226
49121	0	6
49121	1	416
49122	0	3
49122	1	248
49123	0	14
49123	1	841
49124	0	4
49124	1	865
49125	0	6
49125	1	289
49126	0	23
49126	1	544
49127	0	4
49127	1	451
49128	0	21
49128	1	616
49129	0	18
49129	1	456
49130	0	11
49130	1	377
49131	0	12
49131	1	471
49132	0	24
49132	1	481
49133	0	13
49133	1	422
49134	0	6
49134	1	449
49135	0	18
49135	1	262
49136	0	15
49136	1	404
49137	0	12
49137	1	445
49138	0	15
49138	1	482
49139	0	18
49139	1	372
49140	0	15
49140	1	365
49141	0	11
49141	1	358
49142	0	7
49142	1	307
49143	0	22
49143	1	495
49144	0	17
49144	1	625
49145	0	20
49145	1	730
49146	0	15
49146	1	619
49147	0	4
49147	1	302
49148	0	8
49148	1	419
49149	0	20
49149	1	755
49150	0	17
49150	1	522
49151	0	7
49151	1	568
49152	0	14
49152	1	318
49153	0	12
49153	1	359
49154	0	7
49154	1	411
49155	0	21
49155	1	473
49156	0	17
49156	1	503
49157	0	10
49157	1	343
49158	0	18
49158	1	378
49159	0	9
49159	1	316
49160	0	6
49160	1	289
49161	0	13
49161	1	380
49162	0	10
49162	1	235
49163	0	29
49163	1	1251
49164	0	9
49164	1	330
49165	0	17
49165	1	368
49166	0	13
49166	1	470
49167	0	19
49167	1	647
49168	0	11
49168	1	585
49169	0	29
49169	1	591
49170	0	12
49170	1	488
49171	0	17
49171	1	531
49172	0	14
49172	1	298
49173	0	19
49173	1	647
49174	0	27
49174	1	857
49175	0	10
49175	1	439
49176	0	18
49176	1	431
49177	0	17
49177	1	464
49178	0	7
49178	1	502
49179	0	9
49179	1	240
49180	0	19
49180	1	688
49181	0	20
49181	1	600
49182	0	17
49182	1	675
49183	0	23
49183	1	402
49184	0	12
49184	1	414
49185	0	24
49185	1	590
49186	0	3
49186	1	321
49187	0	16
49187	1	525
49188	0	16
49188	1	631
49189	0	14
49189	1	668
49190	0	3
49190	1	383
49192	0	25
49192	1	560
49193	0	10
49193	1	353
49194	0	9
49194	1	304
49196	0	3
49196	1	352
49197	0	7
49197	1	353
49198	0	8
49198	1	222
49199	0	14
49199	1	261
49200	0	19
49200	1	718
49201	0	3
49201	1	378
49202	0	12
49202	1	336
49203	0	12
