SA1_internal_2021	medianTotalHouseholdIncome
42731	89960
42732	126412
42733	122356
42734	130572
42735	110500
42736	112268
42737	114660
42738	96044
42739	103012
42740	96200
42741	84500
42742	158860
42743	145548
42744	146380
42745	141024
42746	144092
42747	119548
42748	138996
42749	149916
42750	138632
42751	92924
42752	134524
42753	143000
42754	148980
42755	95004
42756	129064
42757	90428
42758	156624
42759	115128
42760	110500
42761	102336
42762	127348
42763	
42764	122148
42765	87724
42766	109720
42767	112632
42768	79612
42769	100984
42770	92612
42771	110084
42772	123448
42773	92248
42774	89336
42775	93184
42776	76336
42777	115596
42778	106340
42779	120796
42780	118508
42781	128804
42782	125008
42783	100048
42784	89856
42785	110968
42786	76908
42787	130416
42788	116116
42789	105092
42790	137020
42791	142272
42792	108628
42793	115336
42794	104988
42795	115128
42796	95316
42797	121316
42798	96668
42799	115856
42800	79612
42801	118716
42802	93860
42803	71864
42804	102648
42805	138008
42806	96200
42807	149448
42808	140920
42809	103324
42810	100984
42811	113516
42812	105872
42813	107536
42814	86632
42815	131144
42816	84500
42817	109668
42818	117000
42819	94692
42820	132600
42821	77220
42822	86892
42823	88088
42824	65780
42825	81432
42826	81692
42827	85072
42828	65936
42829	84032
42830	86424
42831	97500
42832	81900
42833	83304
42834	83200
42835	61360
42836	91728
42837	68380
42838	93444
42839	87464
42840	89492
42841	90220
42842	89024
42843	92456
42844	70772
42845	111436
42846	80184
42847	66872
42848	48932
42849	63024
42850	71500
42851	63960
42852	93340
42853	110916
42854	89076
42855	35776
42856	68432
42857	69056
42858	46800
42859	70460
42860	97500
42861	73164
42862	96408
42863	40092
42864	106444
42865	100256
42866	
42867	102648
42868	93756
42869	94224
42870	32552
42871	115856
42872	75608
42873	87360
42874	87880
42875	63596
42876	68432
42877	32968
42878	138632
42879	106184
42880	156572
42881	143572
42882	137800
42883	125164
42884	120588
42885	138112
42886	159224
42887	147316
42888	106132
42889	145340
42890	183612
42891	122980
42892	118196
42893	34944
42894	107224
42895	91780
42896	109564
42897	116428
42898	80964
42899	105716
42900	117000
42901	91364
42902	86632
42903	97500
42904	113724
42905	112008
42906	120692
42907	84500
42908	101192
42909	104832
42910	117000
42911	99632
42912	111800
42913	106340
42914	104364
42915	95108
42916	104416
42917	96564
42918	86840
42919	46800
42920	61516
42921	109564
42922	96980
42923	95420
42924	93964
42925	23400
42926	89752
42927	97500
42928	117000
42929	46800
42930	79612
42931	70200
42932	81900
42933	59488
42934	77584
42935	60424
42936	53300
42937	58760
42938	46332
42939	62608
42940	61724
42941	65312
42942	99112
42943	96200
42944	37700
42945	91624
42946	74724
42947	62816
42948	
42949	99736
42950	95472
42951	76076
42952	82628
42953	121316
42954	144040
42955	107224
42956	160992
42957	99944
42958	85540
42959	134888
42960	122148
42961	127920
42962	109564
42963	108316
42964	125944
42965	68744
42966	121316
42967	119964
42968	71084
42969	140556
42970	142272
42971	97760
42972	117000
42973	122512
42974	119756
42975	131352
42976	110916
42977	159484
42978	151216
42979	108784
42980	107692
42981	102076
42982	68900
42983	80288
42984	78416
42985	82732
42986	42744
42987	33852
42988	78988
42989	97968
42990	76180
42991	87464
42992	62192
42993	63336
42994	70824
42995	48048
42996	43004
42997	96304
42998	94224
42999	101816
43000	90116
43001	132236
43002	136084
43003	138008
43004	166608
43005	81900
43006	
43007	113308
43008	104936
43009	46800
43010	100412
43011	111332
43012	116064
43013	105040
43014	57928
43015	64532
43016	42172
43017	56576
43018	49920
43019	61464
43020	84500
43021	58500
43022	71500
43023	64324
43024	75192
43025	74828
43026	48516
43027	53508
43028	44200
43029	65572
43030	55536
43031	79508
43032	52884
43033	64116
43034	54600
43035	68432
43036	75608
43037	56316
43038	65936
43039	83200
43040	67444
43041	58188
43042	117000
43043	49088
43044	54600
43045	49348
43046	53716
43047	49348
43048	37128
43049	45188
43050	42744
43051	54964
43052	65988
43053	65572
43054	74256
43055	105508
43056	86112
43057	89648
43058	97500
43059	64584
43060	109616
43061	109460
43062	112112
43063	74256
43064	73788
43065	112008
43066	165724
43067	106444
43068	122876
43069	108316
43070	108316
43071	108160
43072	61464
43073	134316
43074	146848
43075	104416
43076	120380
43077	96460
43078	86112
43079	98748
43080	119340
43081	108316
43082	120016
43083	118144
43084	65572
43085	89856
43086	85332
43087	101348
43088	105612
43089	95316
43090	110916
43091	111176
43092	115232
43093	105508
43094	102336
43095	76336
43096	103012
43097	89752
43098	76440
43099	37700
43100	59540
43101	36036
43102	54184
43103	73632
43104	70200
43105	68692
43106	66196
43107	67444
43108	52312
43109	67756
43110	71812
43111	71500
43112	76440
43113	54860
43114	94484
43115	54548
43116	59488
43117	57668
43118	74256
43119	59592
43120	75816
43121	75348
43122	104468
43123	105248
43124	83044
43125	102856
43126	64688
43127	63908
43128	98540
43129	85176
43130	111800
43131	64688
43132	121576
43133	128336
43134	97500
43135	93340
43136	108004
43137	117000
43138	78572
43139	97500
43140	78312
43141	65364
43142	98384
43143	113880
43144	116480
43145	61360
43146	99112
43147	93340
43148	132132
43149	23400
43150	150384
43151	79248
43152	99632
43153	124852
43154	72644
43155	98956
43156	90116
43157	52832
43158	37440
43159	44304
43160	52936
43161	50492
43162	53040
43163	63232
43164	67184
43165	61724
43166	61308
43167	59072
43168	63336
43169	62088
43170	57876
43171	50544
43172	62088
43173	67860
43174	51064
43175	47372
43176	44720
43177	62244
43178	40092
43179	53456
43180	56212
43181	53976
43182	52936
43183	49244
43184	46800
43185	61152
43186	58500
43187	61724
43188	78884
43189	95524
43190	65676
43191	120796
43192	59956
43193	52676
43194	65468
43195	67704
43196	63336
43197	83408
43198	71916
43199	50648
43200	62348
43201	72280
43202	89648
43203	60632
43204	65468
43205	65312
43206	61724
43207	60632
43208	30628
43209	157612
43210	136448
43211	116272
43212	136500
43213	102024
43214	160316
43215	50232
43216	96564
43217	137800
43218	135876
43219	113100
43220	111800
43221	105404
43222	128856
43223	108992
43224	52520
43225	157872
43226	112996
43227	147836
43228	
43229	63544
43230	46800
43231	155948
43232	
43233	84500
43234	93184
43235	144612
43236	109200
43237	143000
43238	163592
43239	97500
43240	
43241	58500
43242	114296
43243	151944
43244	67756
43245	115544
43246	83200
43247	102752
43248	97500
43249	91624
43250	107224
43251	82316
43252	82628
43253	53612
43254	57408
43255	56628
43256	82836
43257	70668
43258	55224
43259	79612
43260	61724
43261	66612
43262	55224
43263	92612
43264	92040
43265	
43266	92092
43267	
43268	180908
43269	136500
43270	182520
43271	158860
43272	150280
43273	119548
43274	157092
43275	141960
43276	144976
43277	168948
43278	131612
43279	139100
43280	124384
43281	245128
43282	179764
43283	123448
43284	128336
43285	125892
43286	162500
43287	129220
43288	121472
43289	112424
43290	103116
43291	101816
43292	90012
43293	100360
43294	146224
43295	102336
43296	121524
43297	73632
43298	91468
43299	110968
43300	107224
43301	75192
43302	85644
43303	118508
43304	120224
43305	92300
43306	93132
43307	91468
43308	78468
43309	43160
43310	60840
43311	131560
43312	75348
43313	73320
43314	107536
43315	91624
43316	80600
43317	108784
43318	75088
43319	78988
43320	102076
43321	41236
43322	69108
43323	107016
43324	92092
43325	
43326	94224
43327	160316
43328	125632
43329	55900
43330	57668
43331	99632
43332	97968
43333	119860
43334	55224
43335	127920
43336	116480
43337	122512
43338	127764
43339	119756
43340	130676
43341	139516
43342	114608
43343	95004
43344	141804
43345	147316
43346	114504
43347	99632
43348	112632
43349	138268
43350	103012
43351	112892
43352	87724
43353	120120
43354	
43355	171548
43356	77376
43357	130468
43358	172692
43359	119808
43360	88504
43361	151424
43362	130832
43363	130520
43364	136448
43365	73112
43366	69316
43367	52572
43368	54756
43369	57096
43370	54184
43371	55848
43372	73632
43373	65832
43374	96304
43375	112892
43376	118248
43377	75504
43378	77428
43379	105196
43380	114816
43381	110812
43382	99892
43383	93600
43384	119132
43385	80600
43386	115128
43387	117000
43388	121836
43389	143884
43390	118508
43391	112632
43392	167804
43393	98748
43394	135460
43395	135460
43396	105144
43397	131820
43398	153348
43399	158860
43400	124748
43401	157924
43402	31252
43403	165620
43404	135772
43405	73840
43406	81224
43407	92924
43408	54184
43409	83304
43410	68900
43411	70460
43412	66456
43413	36036
43414	114192
43415	70408
43416	52936
43417	86632
43418	71500
43419	54652
43420	86424
43421	58032
43422	84500
43423	116948
43424	101816
43425	116740
43426	61464
43427	141180
43428	86320
43429	108680
43430	84500
43431	113724
43432	120380
43433	46800
43434	70044
43435	62504
43436	74724
43437	128336
43438	86632
43439	115752
43440	105508
43441	118716
43442	74724
43443	106600
43444	71500
43445	125944
43446	156520
43447	96564
43448	103168
43449	123448
43450	99788
43451	76648
43452	
43453	101816
43454	66092
43455	97448
43456	46384
43457	87724
43458	76544
43459	83772
43460	94900
43461	120380
43462	95836
43463	84500
43464	108784
43465	68224
43466	125216
43467	120692
43468	80860
43469	109772
43470	73632
43471	
43472	95316
43473	101972
43474	99424
43475	115128
43476	92508
43477	104624
43478	70200
43479	70876
43480	124904
43481	46800
43482	60632
43483	83200
43484	
43485	31824
43486	45240
43487	59488
43488	55224
43489	105196
43490	134316
43491	126360
43492	48516
43493	137436
43494	113724
43495	84500
43496	72280
43497	63336
43498	73840
43499	53092
43500	58500
43501	92040
43502	85904
43503	112632
43504	81224
43505	108316
43506	143000
43507	131612
43508	120692
43509	99892
43510	101244
43511	110812
43512	112372
43513	134316
43514	119340
43515	135824
43516	68224
43517	76648
43518	99632
43519	93600
43520	100048
43521	143000
43522	118716
43523	89648
43524	89648
43525	110916
43526	92300
43527	69108
43528	80184
43529	84500
43530	75816
43531	75192
43532	73788
43533	62244
43534	71448
43535	247000
43536	97500
43537	61256
43538	84500
43539	91520
43540	92300
43541	101348
43542	66508
43543	52832
43544	86476
43545	57460
43546	56472
43547	94224
43548	94692
43549	112632
43550	66924
43551	73632
43552	110968
43553	61984
43554	55796
43555	84500
43556	90116
43557	107224
43558	96824
43559	106600
43560	120224
43561	123084
43562	109876
43563	158184
43564	95628
43565	110500
43566	105456
43567	115336
43568	97500
43569	126048
43570	91520
43571	97500
43572	132340
43573	114504
43574	87048
43575	97500
43576	133588
43577	124748
43578	109200
43579	77220
43580	75244
43581	106600
43582	94900
43583	68068
43584	125320
43585	29848
43586	87724
43587	88816
43588	94224
43589	91520
43590	104624
43591	77324
43592	74724
43593	88192
43594	102336
43595	80600
43596	83044
43597	142948
43598	74724
43599	81900
43600	98280
43601	
43602	73840
43603	68120
43604	92404
43605	109200
43606	71500
43607	60112
43608	54184
43609	72748
43610	
43611	94224
43612	82524
43613	83980
43614	98540
43615	72436
43616	76336
43617	67184
43618	57200
43619	83980
43620	105612
43621	104520
43622	108628
43623	124852
43624	120224
43625	104520
43626	
43627	123084
43628	89024
43629	94536
43630	99892
43631	99944
43632	85540
43633	63960
43634	79872
43635	64428
43636	74048
43637	48256
43638	85644
43639	55224
43640	78468
43641	43888
43642	75088
43643	41964
43644	50076
43645	56108
43646	59852
43647	220948
43648	91676
43649	81692
43650	75140
43651	84500
43652	90948
43653	35932
43654	59384
43655	55432
43656	64376
43657	57668
43658	81588
43659	79092
43660	113516
43661	116636
43662	67756
43663	64584
43664	41236
43665	49140
43666	66820
43667	62244
43668	91832
43669	67860
43670	49504
43671	74152
43672	55848
43673	43368
43674	63440
43675	97500
43676	63180
43677	61724
43678	52676
43679	52208
43680	61360
43681	63648
43682	54496
43683	70044
43684	50284
43685	59384
43686	55068
43687	46592
43688	48984
43689	53768
43690	36868
43691	43472
43692	51688
43693	37856
43694	60112
43695	79092
43696	52312
43697	47580
43698	50856
43699	47008
43700	40664
43701	32552
43702	
43703	51220
43704	49140
43705	54184
43706	73112
43707	58032
43708	49816
43709	
43710	53872
43711	50336
43712	48516
43713	39884
43714	43472
43715	53768
43716	64480
43717	51584
43718	68588
43719	51584
43720	42484
43721	92248
43722	35204
43723	79768
43724	84500
43725	73632
43726	51532
43727	84032
43728	104832
43729	47060
43730	60476
43731	27716
43732	
43733	35984
43734	37700
43735	
43736	47632
43737	124488
43738	122720
43739	139256
43740	105040
43741	126984
43742	122876
43743	140816
43744	118716
43745	134316
43746	76856
43747	
43748	37700
43749	105820
43750	121420
43751	129116
43752	121940
43753	118144
43754	
43755	118768
43756	78624
43757	61412
43758	79300
43759	71136
43760	29744
43761	58500
43762	65208
43763	51480
43764	60944
43765	47684
43766	
43767	64532
43768	79456
43769	74308
43770	74828
43771	74464
43772	73216
43773	72072
43774	60580
43775	67444
43776	65832
43777	76752
43778	54756
43779	64064
43780	47320
43781	57252
43782	57824
43783	83772
43784	71500
43785	51064
43786	62556
43787	76544
43788	65156
43789	81692
43790	71032
43791	76596
43792	104416
43793	94692
43794	70668
43795	86320
43796	62296
43797	71604
43798	80236
43799	74984
43800	76752
43801	46644
43802	69940
43803	89492
43804	88816
43805	137436
43806	121836
43807	106600
43808	116064
43809	110500
43810	119392
43811	111800
43812	117000
43813	78520
43814	82056
43815	65728
43816	62608
43817	73632
43818	70356
43819	73424
43820	86632
43821	82836
43822	88972
43823	80860
43824	84500
43825	64220
43826	101192
43827	93132
43828	37180
43829	73424
43830	75348
43831	101660
43832	82160
43833	88192
43834	107744
43835	75816
43836	70304
43837	92612
43838	95836
43839	82628
43840	92612
43841	92612
43842	120224
43843	104676
43844	125788
43845	93600
43846	108316
43847	68120
43848	122616
43849	46332
43850	49088
43851	34632
43852	98332
43853	88816
43854	57876
43855	73736
43856	39780
43857	66300
43858	70044
43859	51376
43860	77584
43861	89856
43862	70772
43863	42796
43864	57460
43865	91884
43866	66664
43867	131404
43868	99320
43869	56836
43870	94224
43871	83720
43872	68640
43873	93756
43874	32968
43875	66612
43876	79976
43877	88452
43878	99840
43879	79768
43880	79196
43881	60112
43882	64012
43883	108992
43884	50440
43885	83408
43886	31044
43887	122720
43888	114660
43889	107224
43890	55952
43891	107692
43892	32968
43893	57200
43894	105560
43895	60216
43896	57408
43897	130884
43898	35932
43899	56940
43900	73788
43901	51064
43902	117000
43903	60216
43904	62972
43905	68588
43906	62660
43907	52468
43908	74724
43909	82836
43910	72904
43911	70668
43912	59748
43913	73632
43914	74360
43915	78468
43916	70304
43917	91624
43918	47736
43919	72748
43920	71500
43921	62660
43922	64220
43923	34268
43924	94900
43925	85644
43926	
43927	64116
43928	54236
43929	60216
43930	79716
43931	104832
43932	82836
43933	92196
43934	71500
43935	77116
43936	68224
43937	86164
43938	117000
43939	87724
43940	136084
43941	110500
43942	109200
43943	90116
43944	76336
43945	106444
43946	92508
43947	105508
43948	105820
43949	116064
43950	109408
43951	80600
43952	115804
43953	137800
43954	118144
43955	123448
43956	121524
43957	53612
43958	61724
43959	60268
43960	95836
43961	102648
43962	80600
43963	127348
43964	124176
43965	100048
43966	91624
43967	72332
43968	112008
43969	79924
43970	90324
43971	53404
43972	135460
43973	133536
43974	127504
43975	119912
43976	85332
43977	30212
43978	75140
43979	93236
43980	82004
43981	74880
43982	64428
43983	56628
43984	59748
43985	64324
43986	67756
43987	53456
43988	66872
43989	80652
43990	72748
43991	93756
43992	61256
43993	
43994	34528
43995	105820
43996	54964
43997	81900
43998	88452
43999	103428
44000	72228
44001	46800
44002	123188
44003	108316
44004	72384
44005	45656
44006	
44007	37856
44008	107848
44009	96564
44010	96564
44011	80340
44012	114244
44013	62504
44014	71032
44015	71500
44016	
44017	51584
44018	62816
44019	58500
44020	97500
44021	67444
44022	75816
44023	67184
44024	80704
44025	46800
44026	54756
44027	37128
44028	59176
44029	63128
44030	53612
44031	68900
44032	59904
44033	59176
44034	73216
44035	119548
44036	72384
44037	127764
44038	100724
44039	148876
44040	122980
44041	105196
44042	130832
44043	113724
44044	102076
44045	82108
44046	118924
44047	158860
44048	131300
44049	134732
44050	106600
44051	76648
44052	65104
44053	126412
44054	123708
44055	111436
44056	114608
44057	149448
44058	112632
44059	127348
44060	105196
44061	109200
44062	84916
44063	118144
44064	79924
44065	111280
44066	108316
44067	115128
44068	109304
44069	106600
44070	119340
44071	120224
44072	127972
44073	134628
44074	107484
44075	111800
44076	100412
44077	126828
44078	118820
44079	90948
44080	123968
44081	126412
44082	114816
44083	135980
44084	137800
44085	104312
44086	98540
44087	125632
44088	125424
44089	93184
44090	156728
44091	153348
44092	115596
44093	98176
44094	125476
44095	125112
44096	89856
44097	120328
44098	115960
44099	107016
44100	101452
44101	
44102	105976
44103	123448
44104	125632
44105	93860
44106	121524
44107	108056
44108	113724
44109	112996
44110	
44111	43316
44112	
44113	73632
44114	90376
44115	68432
44116	59904
44117	59488
44118	58500
44119	51636
44120	86320
44121	82212
44122	83304
44123	73996
44124	67756
44125	78832
44126	72176
44127	75816
44128	88920
44129	89492
44130	87464
44131	56316
44132	69212
44133	61308
44134	58864
44135	64376
44136	77428
44137	69316
44138	70772
44139	61152
44140	71500
44141	63336
44142	47632
44143	73736
44144	79976
44145	89492
44146	69940
44147	53092
44148	65728
44149	50908
44150	80964
44151	58916
44152	54964
44153	46020
44154	66612
44155	76648
44156	53196
44157	72124
44158	45760
44159	46280
44160	67600
44161	102336
44162	82628
44163	71500
44164	64688
44165	38220
44166	76492
44167	56420
44168	62036
44169	45136
44170	54860
44171	52520
44172	39468
44173	67184
44174	80496
44175	77480
44176	54600
44177	
44178	77376
44179	74360
44180	31044
44181	74360
44182	46072
44183	50232
44184	80184
44185	90428
44186	50336
44187	65416
44188	46540
44189	39884
44190	62192
44191	76180
44192	97500
44193	75920
44194	80444
44195	72488
44196	44824
44197	76336
44198	86112
44199	51220
44200	60944
44201	110500
44202	71916
44203	65936
44204	100724
44205	71760
44206	91780
44207	68432
44208	71500
44209	50336
44210	54496
44211	67704
44212	53300
44213	74724
44214	71500
44215	26000
44216	65832
44217	58500
44218	
44219	60840
44220	93444
44221	78364
44222	83200
44223	67288
44224	89076
44225	65676
44226	31304
44227	74308
44228	82316
44229	101452
44230	50752
44231	63648
44232	103012
44233	69160
44234	107120
44235	32656
44236	104728
44237	56524
44238	114816
44239	119548
44240	78572
44241	70876
44242	107224
44243	64584
44244	90428
44245	70356
44246	58916
44247	128336
44248	93600
44249	53612
44250	58136
44251	141804
44252	129012
44253	153088
44254	145288
44255	99632
44256	76596
44257	124384
44258	139048
44259	61724
44260	97500
44261	104676
44262	88452
44263	65780
44264	161564
44265	125060
44266	69316
44267	121680
44268	188240
44269	164632
44270	110916
44271	137436
44272	129116
44273	186576
44274	160628
44275	115440
44276	104936
44277	114400
44278	105300
44279	101088
44280	61048
44281	114504
44282	117000
44283	109980
44284	121784
44285	30888
44286	141544
44287	192088
44288	144612
44289	151320
44290	
44291	170144
44292	143000
44293	116168
44294	80860
44295	144716
44296	98748
44297	118768
44298	100256
44299	114920
44300	118820
44301	151216
44302	169000
44303	127764
44304	129012
44305	123084
44306	126256
44307	152724
44308	102856
44309	104780
44310	143832
44311	132600
44312	141128
44313	138632
44314	111800
44315	95316
44316	104884
44317	154960
44318	124072
44319	177424
44320	194220
44321	173316
44322	110344
44323	105612
44324	107796
44325	136812
44326	149084
44327	145288
44328	110500
44329	103480
44330	153608
44331	163020
44332	161564
44333	125320
44334	118716
44335	66092
44336	105820
44337	141960
44338	137332
44339	128076
44340	87048
44341	138320
44342	109304
44343	120952
44344	113880
44345	106600
44346	127244
44347	117728
44348	150072
44349	142480
44350	109980
44351	111124
44352	113256
44353	144820
44354	97500
44355	113412
44356	143000
44357	108004
44358	104572
44359	131196
44360	125372
44361	116272
44362	113724
44363	127504
44364	118040
44365	110084
44366	140556
44367	143000
44368	169000
44369	118352
44370	124384
44371	117988
44372	134628
44373	145288
44374	155220
44375	169000
44376	143676
44377	136968
44378	189228
44379	146692
44380	171236
44381	157612
44382	110968
44383	112944
44384	157248
44385	165412
44386	147316
44387	156780
44388	137800
44389	152724
44390	91676
44391	88504
44392	116324
44393	81224
44394	109200
44395	169000
44396	182780
44397	126464
44398	125476
44399	173680
44400	162500
44401	127088
44402	101816
44403	208936
44404	115596
44405	118404
44406	116272
44407	93600
44408	122148
44409	111072
44410	124904
44411	110968
44412	151060
44413	144404
44414	132132
44415	
44416	114920
44417	112632
44418	116168
44419	107588
44420	115336
44421	119132
44422	128804
44423	123448
44424	133224
44425	99892
44426	122512
44427	107796
44428	110500
44429	86112
44430	120224
44431	124384
44432	100724
44433	100724
44434	125320
44435	117000
44436	115024
44437	123864
44438	165724
44439	148148
44440	156936
44441	137072
44442	131352
44443	180492
44444	98644
44445	158340
44446	121940
44447	128076
44448	40248
44449	11024000
44450	157820
44451	
44452	111332
44453	145860
44454	174148
44455	172224
44456	153348
44457	133224
44458	165880
44459	132132
44460	156884
44461	137800
44462	161980
44463	122512
44464	180076
44465	175916
44466	92092
44467	187200
44468	63024
44469	100048
44470	147628
44471	131612
44472	135564
44473	149032
44474	178516
44475	141232
44476	138632
44477	170404
44478	150540
44479	94224
44480	169000
44481	169000
44482	112944
44483	126412
44484	156676
44485	88816
44486	93184
44487	130676
44488	78416
44489	104884
44490	123448
44491	93496
44492	89960
44493	103480
44494	93392
44495	115856
44496	88296
44497	92092
44498	108316
44499	71708
44500	112840
44501	94640
44502	101088
44503	135200
44504	107588
44505	37492
44506	156572
44507	96044
44508	112944
44509	113828
44510	78364
44511	73580
44512	97084
44513	117000
44514	77220
44515	109928
44516	119236
44517	97500
44518	105248
44519	110656
44520	104312
44521	79612
44522	118404
44523	112164
44524	124644
44525	92716
44526	113308
44527	112008
44528	100932
44529	100724
44530	80080
44531	87048
44532	79456
44533	75972
44534	127764
44535	113256
44536	89804
44537	79612
44538	104624
44539	97500
44540	47684
44541	80340
44542	131144
44543	75816
44544	59748
44545	91884
44546	75920
44547	94588
44548	105456
44549	40040
44550	95316
44551	78624
44552	80184
44553	80704
44554	74724
44555	83564
44556	98956
44557	76752
44558	73632
44559	70772
44560	63024
44561	84500
44562	72540
44563	70772
44564	92664
44565	109200
44566	74724
44567	61724
44568	71500
44569	111228
44570	58864
44571	92612
44572	77532
44573	82524
44574	64324
44575	87360
44576	67288
44577	70616
44578	52936
44579	87724
44580	98540
44581	80964
44582	55796
44583	57928
44584	65416
44585	97500
44586	74880
44587	88920
44588	81900
44589	99112
44590	76544
44591	84500
44592	84500
44593	65312
44594	91260
44595	87256
44596	83980
44597	146952
44598	73008
44599	120796
44600	109252
44601	143000
44602	126828
44603	49348
44604	139620
44605	139984
44606	123136
44607	161408
44608	126568
44609	96772
44610	135044
44611	127868
44612	74152
44613	100724
44614	98228
44615	114088
44616	
44617	151840
44618	145028
44619	118248
44620	88972
44621	105040
44622	106288
44623	122148
44624	119028
44625	146848
44626	54756
44627	117000
44628	112216
44629	123448
44630	119652
44631	102492
44632	115336
44633	115232
44634	116376
44635	107172
44636	124956
44637	95056
44638	112476
44639	108940
44640	119860
44641	127348
44642	168948
44643	128596
44644	128492
44645	111592
44646	67288
44647	88504
44648	115908
44649	117572
44650	104312
44651	68640
44652	114868
44653	138996
44654	127608
44655	130988
44656	
44657	110656
44658	118872
44659	30784
44660	124176
44661	130572
44662	111228
44663	145548
44664	116064
44665	112268
44666	100152
44667	88504
44668	92976
44669	118040
44670	165724
44671	118196
44672	115960
44673	138112
44674	109200
44675	102336
44676	120016
44677	96044
44678	108784
44679	109044
44680	143000
44681	121576
44682	99632
44683	96564
44684	75660
44685	107640
44686	92248
44687	104572
44688	53300
44689	74724
44690	86320
44691	92092
44692	79612
44693	93184
44694	88348
44695	88504
44696	78416
44697	92768
44698	84500
44699	85280
44700	95732
44701	70044
44702	90428
44703	92612
44704	93184
44705	110292
44706	117000
44707	95108
44708	69212
44709	79300
44710	124384
44711	106860
44712	69316
44713	99112
44714	79768
44715	87308
44716	50336
44717	53612
44718	74984
44719	87048
44720	52364
44721	48360
44722	112632
44723	115856
44724	94900
44725	92092
44726	102856
44727	106808
44728	86112
44729	77532
44730	56420
44731	86892
44732	87256
44733	121940
44734	101192
44735	93704
44736	65520
44737	99892
44738	96616
44739	76336
44740	115128
44741	144248
44742	
44743	140608
44744	122668
44745	97500
44746	101088
44747	87256
44748	100256
44749	97500
44750	74724
44751	116948
44752	92612
44753	105612
44754	72956
44755	43264
44756	84500
44757	74412
44758	80288
44759	81796
44760	90012
44761	98748
44762	78676
44763	101348
44764	92612
44765	43212
44766	111280
44767	67392
44768	87256
44769	77272
44770	69784
44771	82836
44772	77428
44773	62244
44774	75348
44775	48620
44776	79612
44777	98904
44778	89336
44779	64948
44780	59540
44781	55588
44782	
44783	60320
44784	87724
44785	41912
44786	43680
44787	63856
44788	57408
44789	85280
44790	52468
44791	45760
44792	40976
44793	66404
44794	73892
44795	79300
44796	53092
44797	61412
44798	50804
44799	142948
44800	84500
44801	
44802	71500
44803	54184
44804	49348
44805	71448
44806	42484
44807	72072
44808	54184
44809	51012
44810	71500
44811	
44812	58864
44813	
44814	55692
44815	58448
44816	
44817	84500
44818	48984
44819	58500
44820	48828
44821	70824
44822	
44823	117000
44824	38948
44825	74256
44826	40768
44827	43056
44828	66300
44829	70564
44830	87360
44831	44200
44832	34684
44833	85280
44834	81692
44835	59280
44836	98384
44837	58084
44838	60008
44839	57668
44840	
44841	
44842	
44843	
44844	75816
44845	115960
44846	115544
44847	143000
44848	96772
44849	32760
44850	55224
44851	
44852	
44853	119964
44854	82056
44855	124072
44856	46020
44857	72748
44858	50648
44859	65624
44860	56056
44861	38428
44862	48516
44863	46800
44864	47944
44865	66612
44866	37700
44867	51220
44868	58500
44869	49348
44870	46020
44871	74724
44872	161720
44873	157924
44874	84500
44875	165256
44876	128544
44877	123448
44878	169000
44879	156988
44880	159224
44881	166660
44882	
44883	44460
44884	50648
44885	86632
44886	84500
44887	92248
44888	63596
44889	91936
44890	83408
44891	62608
44892	91728
44893	
44894	118768
44895	111592
44896	37336
44897	114400
44898	94692
44899	105716
44900	131456
44901	117728
44902	111644
44903	126620
44904	133068
44905	141908
44906	125840
44907	161408
44908	126048
44909	141336
44910	176644
44911	174876
44912	95992
44913	117624
44914	108732
44915	98280
44916	113724
44917	118144
44918	122356
44919	93444
44920	140400
44921	131248
44922	123968
44923	117312
44924	125424
44925	
44926	103428
44927	113204
44928	106184
44929	101192
44930	72280
44931	106600
44932	100724
44933	141908
44934	128440
44935	118716
44936	119548
44937	65520
44938	106860
44939	80756
44940	81900
44941	148148
44942	107224
44943	151632
44944	169000
44945	255060
44946	117572
44947	123084
44948	91468
44949	100724
44950	56836
44951	78884
44952	114920
44953	85748
44954	84500
44955	61360
44956	86632
44957	
44958	80600
44959	53248
44960	67496
44961	67184
44962	84500
44963	81692
44964	84500
44965	103116
44966	74724
44967	107224
44968	124384
44969	78572
44970	61256
44971	66196
44972	74256
44973	75192
44974	87724
44975	100048
44976	71500
44977	66612
44978	63076
44979	93340
44980	50648
44981	50752
44982	54808
44983	105612
44984	112632
44985	59176
44986	65520
44987	97500
44988	67132
44989	68224
44990	74152
44991	63648
44992	56836
44993	64116
44994	69836
44995	64012
44996	83044
44997	47424
44998	84500
44999	46800
45000	76492
45001	66872
45002	72124
45003	94224
45004	59644
45005	81224
45006	97500
45007	93184
45008	58500
45009	72540
45010	129948
45011	80184
45012	52884
45013	45344
45014	55692
45015	46800
45016	112632
45017	75244
45018	36296
45019	59384
45020	86632
45021	85748
45022	84500
45023	97500
45024	80756
45025	104624
45026	83200
45027	126724
45028	53872
45029	68900
45030	86632
45031	87984
45032	63336
45033	74724
45034	
45035	117468
45036	134940
45037	33384
45038	109200
45039	97500
45040	112632
45041	71136
45042	65468
45043	109616
45044	69836
45045	83200
45046	66092
45047	57772
45048	131976
45049	41236
45050	111904
45051	98280
45052	115960
45053	118248
45054	56732
45055	84500
45056	95056
45057	71500
45058	114296
45059	114088
45060	43940
45061	48932
45062	43316
45063	98644
45064	99112
45065	124020
45066	110032
45067	124124
45068	94432
45069	100048
45070	58448
45071	103428
45072	95628
45073	99840
45074	112632
45075	119132
45076	126048
45077	125632
